ABC000,ABC001,ABC002,ABC003,ABC004,ABC005,ABC006,ABC007,ABC008,ABC009,ABC010
430,4731,2020-08-19 20:15:26,ABCDEF,"A0001",0.802513068184068,"01ae0006",file_430_007.txt,B0010,16,01ae000a
431,4742,2020-08-19 20:15:27,ABCDEF,"A0001",0.9889854288482474,"01af0006",file_431_007.txt,B0010,14,01af000a
432,4753,2020-08-19 20:15:28,ABCDEF,"A0001",0.7519171253877371,"01b00006",file_432_007.txt,B0010,11,01b0000a
433,4764,2020-08-19 20:15:29,ABCDEF,"A0001",0.955627847080373,"01b10006",file_433_007.txt,A0001,12,01b1000a
434,4775,2020-08-19 20:15:30,ABCDEF,"A0001",0.917321310029039,"01b20006",file_434_007.txt,A0001,5,01b2000a
435,4786,2020-08-19 20:15:31,ABCDEF,"A0001",0.14438222730811023,"01b30006",file_435_007.txt,A0001,14,01b3000a
436,4797,2020-08-19 20:15:32,ABCDEF,"B0010",0.6841001225431241,"01b40006",file_436_007.txt,A0001,5,01b4000a
437,4808,2020-08-19 20:15:33,ABCDEF,"A0001",0.7124405525863972,"01b50006",file_437_007.txt,A0001,16,01b5000a
438,4819,2020-08-19 20:15:34,ABCDEF,"A0001",0.379491229208321,"01b60006",file_438_007.txt,A0001,18,01b6000a
439,4830,2020-08-19 20:15:35,ABCDEF,"A0001",0.6751988339096451,"01b70006",file_439_007.txt,B0010,1,01b7000a
440,4841,2020-08-19 20:15:36,ABCDEF,"A0001",0.08683681331973536,"01b80006",file_440_007.txt,B0010,18,01b8000a
441,4852,2020-08-19 20:15:37,ABCDEF,"A0001",0.0769018404036017,"01b90006",file_441_007.txt,B0010,2,01b9000a
442,4863,2020-08-19 20:15:38,ABCDEF,"A0001",0.1455601421995525,"01ba0006",file_442_007.txt,B0010,17,01ba000a
443,4874,2020-08-19 20:15:39,ABCDEF,"A0001",0.7976315342906813,"01bb0006",file_443_007.txt,A0001,14,01bb000a
444,4885,2020-08-19 20:15:40,ABCDEF,"A0001",0.9268781598402202,"01bc0006",file_444_007.txt,A0001,11,01bc000a
445,4896,2020-08-19 20:15:41,ABCDEF,"A0001",0.6100900485593107,"01bd0006",file_445_007.txt,A0001,4,01bd000a
446,4907,2020-08-19 20:15:42,ABCDEF,"B0010",0.709976787814604,"01be0006",file_446_007.txt,B0010,2,01be000a
447,4918,2020-08-19 20:15:43,ABCDEF,"A0001",0.862824026122573,"01bf0006",file_447_007.txt,A0001,14,01bf000a
448,4929,2020-08-19 20:15:44,ABCDEF,"B0010",0.5137192898513128,"01c00006",file_448_007.txt,B0010,9,01c0000a
449,4940,2020-08-19 20:15:45,ABCDEF,"B0010",0.6333838706412146,"01c10006",file_449_007.txt,A0001,3,01c1000a
450,4951,2020-08-19 20:15:46,ABCDEF,"A0001",0.22560273901418404,"01c20006",file_450_007.txt,A0001,14,01c2000a
451,4962,2020-08-19 20:15:47,ABCDEF,"A0001",0.03696768238014414,"01c30006",file_451_007.txt,A0001,6,01c3000a
452,4973,2020-08-19 20:15:48,ABCDEF,"A0001",0.5321629916254881,"01c40006",file_452_007.txt,A0001,2,01c4000a
453,4984,2020-08-19 20:15:49,ABCDEF,"A0001",0.475856957558764,"01c50006",file_453_007.txt,A0001,7,01c5000a
454,4995,2020-08-19 20:15:50,ABCDEF,"B0010",0.47190009528859944,"01c60006",file_454_007.txt,A0001,15,01c6000a
455,5006,2020-08-19 20:15:51,ABCDEF,"A0001",0.9294243087550965,"01c70006",file_455_007.txt,B0010,18,01c7000a
456,5017,2020-08-19 20:15:52,ABCDEF,"A0001",0.4167528742966655,"01c80006",file_456_007.txt,A0001,5,01c8000a
457,5028,2020-08-19 20:15:53,ABCDEF,"A0001",0.45078944723369097,"01c90006",file_457_007.txt,A0001,10,01c9000a
458,5039,2020-08-19 20:15:54,ABCDEF,"A0001",0.5123954190964595,"01ca0006",file_458_007.txt,A0001,2,01ca000a
459,5050,2020-08-19 20:15:55,ABCDEF,"A0001",0.4758984211677132,"01cb0006",file_459_007.txt,A0001,4,01cb000a
460,5061,2020-08-19 20:15:56,ABCDEF,"A0001",0.24216120860207724,"01cc0006",file_460_007.txt,A0001,13,01cc000a
461,5072,2020-08-19 20:15:57,ABCDEF,"B0010",0.43669195592010446,"01cd0006",file_461_007.txt,A0001,3,01cd000a
462,5083,2020-08-19 20:15:58,ABCDEF,"A0001",0.30166197445324283,"01ce0006",file_462_007.txt,A0001,14,01ce000a
463,5094,2020-08-19 20:15:59,ABCDEF,"A0001",0.8927447881304894,"01cf0006",file_463_007.txt,A0001,4,01cf000a
464,5105,2020-08-19 20:16:00,ABCDEF,"A0001",0.2808908551388358,"01d00006",file_464_007.txt,A0001,7,01d0000a
465,5116,2020-08-19 20:16:01,ABCDEF,"A0001",0.858104373673538,"01d10006",file_465_007.txt,A0001,3,01d1000a
466,5127,2020-08-19 20:16:02,ABCDEF,"B0010",0.015940048444416877,"01d20006",file_466_007.txt,B0010,1,01d2000a
467,5138,2020-08-19 20:16:03,ABCDEF,"B0010",0.32238590831914093,"01d30006",file_467_007.txt,B0010,16,01d3000a
468,5149,2020-08-19 20:16:04,ABCDEF,"A0001",0.8175962878439385,"01d40006",file_468_007.txt,A0001,17,01d4000a
469,5160,2020-08-19 20:16:05,ABCDEF,"B0010",0.30792124586564873,"01d50006",file_469_007.txt,A0001,1,01d5000a
470,5171,2020-08-19 20:16:06,ABCDEF,"A0001",0.8605910319225027,"01d60006",file_470_007.txt,A0001,7,01d6000a
471,5182,2020-08-19 20:16:07,ABCDEF,"A0001",0.672371199306611,"01d70006",file_471_007.txt,B0010,12,01d7000a
472,5193,2020-08-19 20:16:08,ABCDEF,"B0010",0.4717889633767969,"01d80006",file_472_007.txt,A0001,18,01d8000a
473,5204,2020-08-19 20:16:09,ABCDEF,"A0001",0.8841597564912408,"01d90006",file_473_007.txt,B0010,17,01d9000a
474,5215,2020-08-19 20:16:10,ABCDEF,"B0010",0.9733468681865817,"01da0006",file_474_007.txt,A0001,18,01da000a
475,5226,2020-08-19 20:16:11,ABCDEF,"A0001",0.707510599328096,"01db0006",file_475_007.txt,A0001,3,01db000a
476,5237,2020-08-19 20:16:12,ABCDEF,"A0001",0.0390217704804926,"01dc0006",file_476_007.txt,A0001,11,01dc000a
477,5248,2020-08-19 20:16:13,ABCDEF,"A0001",0.10789868931441071,"01dd0006",file_477_007.txt,A0001,5,01dd000a
478,5259,2020-08-19 20:16:14,ABCDEF,"A0001",0.7116455058176075,"01de0006",file_478_007.txt,B0010,14,01de000a
479,5270,2020-08-19 20:16:15,ABCDEF,"A0001",0.719975673741639,"01df0006",file_479_007.txt,A0001,3,01df000a
480,5281,2020-08-19 20:16:16,ABCDEF,"B0010",0.3333653056554772,"01e00006",file_480_007.txt,A0001,14,01e0000a
481,5292,2020-08-19 20:16:17,ABCDEF,"A0001",0.7399309765723248,"01e10006",file_481_007.txt,B0010,4,01e1000a
482,5303,2020-08-19 20:16:18,ABCDEF,"B0010",0.47602252944567625,"01e20006",file_482_007.txt,A0001,17,01e2000a
483,5314,2020-08-19 20:16:19,ABCDEF,"A0001",0.5644851165948722,"01e30006",file_483_007.txt,B0010,5,01e3000a
484,5325,2020-08-19 20:16:20,ABCDEF,"B0010",0.4413900584398147,"01e40006",file_484_007.txt,A0001,10,01e4000a
485,5336,2020-08-19 20:16:21,ABCDEF,"A0001",0.28584003497862187,"01e50006",file_485_007.txt,A0001,3,01e5000a
486,5347,2020-08-19 20:16:22,ABCDEF,"B0010",0.12310012088525302,"01e60006",file_486_007.txt,B0010,16,01e6000a
487,5358,2020-08-19 20:16:23,ABCDEF,"A0001",0.16170774607140226,"01e70006",file_487_007.txt,B0010,16,01e7000a
488,5369,2020-08-19 20:16:24,ABCDEF,"A0001",0.0028543559385506567,"01e80006",file_488_007.txt,A0001,16,01e8000a
489,5380,2020-08-19 20:16:25,ABCDEF,"A0001",0.19723251317982082,"01e90006",file_489_007.txt,B0010,8,01e9000a
490,5391,2020-08-19 20:16:26,ABCDEF,"A0001",0.5218646821442671,"01ea0006",file_490_007.txt,A0001,17,01ea000a
491,5402,2020-08-19 20:16:27,ABCDEF,"A0001",0.8887628382953181,"01eb0006",file_491_007.txt,A0001,6,01eb000a
492,5413,2020-08-19 20:16:28,ABCDEF,"A0001",0.25607703618932853,"01ec0006",file_492_007.txt,B0010,5,01ec000a
493,5424,2020-08-19 20:16:29,ABCDEF,"A0001",0.25825301205017415,"01ed0006",file_493_007.txt,A0001,18,01ed000a
494,5435,2020-08-19 20:16:30,ABCDEF,"B0010",0.6688469782662169,"01ee0006",file_494_007.txt,A0001,5,01ee000a
495,5446,2020-08-19 20:16:31,ABCDEF,"A0001",0.48846212939571243,"01ef0006",file_495_007.txt,B0010,17,01ef000a
496,5457,2020-08-19 20:16:32,ABCDEF,"A0001",0.6997304575953667,"01f00006",file_496_007.txt,A0001,1,01f0000a
497,5468,2020-08-19 20:16:33,ABCDEF,"A0001",0.21977079872444794,"01f10006",file_497_007.txt,B0010,10,01f1000a
498,5479,2020-08-19 20:16:34,ABCDEF,"A0001",0.44055733241788786,"01f20006",file_498_007.txt,A0001,6,01f2000a
499,5490,2020-08-19 20:16:35,ABCDEF,"A0001",0.9729570165356661,"01f30006",file_499_007.txt,A0001,10,01f3000a
500,5501,2020-08-19 20:16:36,ABCDEF,"B0010",0.34110446941438055,"01f40006",file_500_007.txt,A0001,18,01f4000a
501,5512,2020-08-19 20:16:37,ABCDEF,"A0001",0.79113822687121,"01f50006",file_501_007.txt,B0010,3,01f5000a
502,5523,2020-08-19 20:16:38,ABCDEF,"A0001",0.9520702046973244,"01f60006",file_502_007.txt,A0001,13,01f6000a
503,5534,2020-08-19 20:16:39,ABCDEF,"A0001",0.36969656941704143,"01f70006",file_503_007.txt,A0001,10,01f7000a
504,5545,2020-08-19 20:16:40,ABCDEF,"A0001",0.895247636810845,"01f80006",file_504_007.txt,A0001,9,01f8000a
505,5556,2020-08-19 20:16:41,ABCDEF,"B0010",0.17316841071418843,"01f90006",file_505_007.txt,A0001,7,01f9000a
506,5567,2020-08-19 20:16:42,ABCDEF,"A0001",0.20440284114150298,"01fa0006",file_506_007.txt,B0010,8,01fa000a
507,5578,2020-08-19 20:16:43,ABCDEF,"A0001",0.4158471146038172,"01fb0006",file_507_007.txt,A0001,2,01fb000a
508,5589,2020-08-19 20:16:44,ABCDEF,"B0010",0.6768063179910796,"01fc0006",file_508_007.txt,A0001,16,01fc000a
509,5600,2020-08-19 20:16:45,ABCDEF,"A0001",0.09527614050820687,"01fd0006",file_509_007.txt,B0010,2,01fd000a
510,5611,2020-08-19 20:16:46,ABCDEF,"A0001",0.4275299603322448,"01fe0006",file_510_007.txt,A0001,5,01fe000a
511,5622,2020-08-19 20:16:47,ABCDEF,"A0001",0.9858419726405901,"01ff0006",file_511_007.txt,A0001,11,01ff000a
512,5633,2020-08-19 20:16:48,ABCDEF,"B0010",0.6771524785281724,"02000006",file_512_007.txt,A0001,5,0200000a
513,5644,2020-08-19 20:16:49,ABCDEF,"B0010",0.7558430236732291,"02010006",file_513_007.txt,A0001,4,0201000a
514,5655,2020-08-19 20:16:50,ABCDEF,"A0001",0.547006921817993,"02020006",file_514_007.txt,A0001,18,0202000a
515,5666,2020-08-19 20:16:51,ABCDEF,"A0001",0.40410198751390614,"02030006",file_515_007.txt,A0001,14,0203000a
516,5677,2020-08-19 20:16:52,ABCDEF,"A0001",0.758843430034728,"02040006",file_516_007.txt,B0010,5,0204000a
517,5688,2020-08-19 20:16:53,ABCDEF,"A0001",0.3735327366410106,"02050006",file_517_007.txt,A0001,3,0205000a
518,5699,2020-08-19 20:16:54,ABCDEF,"A0001",0.5974845242698424,"02060006",file_518_007.txt,B0010,13,0206000a
519,5710,2020-08-19 20:16:55,ABCDEF,"A0001",0.7531337756609735,"02070006",file_519_007.txt,A0001,1,0207000a
520,5721,2020-08-19 20:16:56,ABCDEF,"A0001",0.3475104324639081,"02080006",file_520_007.txt,B0010,5,0208000a
521,5732,2020-08-19 20:16:57,ABCDEF,"A0001",0.33266305688544295,"02090006",file_521_007.txt,A0001,9,0209000a
522,5743,2020-08-19 20:16:58,ABCDEF,"A0001",0.30905559580337105,"020a0006",file_522_007.txt,A0001,16,020a000a
523,5754,2020-08-19 20:16:59,ABCDEF,"A0001",0.5971169135711474,"020b0006",file_523_007.txt,A0001,7,020b000a
524,5765,2020-08-19 20:17:00,ABCDEF,"A0001",0.5205882892052647,"020c0006",file_524_007.txt,B0010,14,020c000a
525,5776,2020-08-19 20:17:01,ABCDEF,"A0001",0.2185102087109555,"020d0006",file_525_007.txt,A0001,1,020d000a
526,5787,2020-08-19 20:17:02,ABCDEF,"A0001",0.8684965013218972,"020e0006",file_526_007.txt,A0001,17,020e000a
527,5798,2020-08-19 20:17:03,ABCDEF,"B0010",0.8395503615650937,"020f0006",file_527_007.txt,B0010,16,020f000a
528,5809,2020-08-19 20:17:04,ABCDEF,"A0001",0.6470633888563166,"02100006",file_528_007.txt,A0001,14,0210000a
529,5820,2020-08-19 20:17:05,ABCDEF,"A0001",0.3902514164136096,"02110006",file_529_007.txt,A0001,18,0211000a
530,5831,2020-08-19 20:17:06,ABCDEF,"A0001",0.3076892107513777,"02120006",file_530_007.txt,A0001,5,0212000a
531,5842,2020-08-19 20:17:07,ABCDEF,"A0001",0.007106557239419997,"02130006",file_531_007.txt,A0001,15,0213000a
532,5853,2020-08-19 20:17:08,ABCDEF,"A0001",0.30250946134038526,"02140006",file_532_007.txt,B0010,10,0214000a
533,5864,2020-08-19 20:17:09,ABCDEF,"B0010",0.41675090406438164,"02150006",file_533_007.txt,A0001,7,0215000a
534,5875,2020-08-19 20:17:10,ABCDEF,"B0010",0.21115494881731822,"02160006",file_534_007.txt,A0001,6,0216000a
535,5886,2020-08-19 20:17:11,ABCDEF,"A0001",0.3768075947000399,"02170006",file_535_007.txt,A0001,17,0217000a
536,5897,2020-08-19 20:17:12,ABCDEF,"B0010",0.5866763040128788,"02180006",file_536_007.txt,A0001,8,0218000a
537,5908,2020-08-19 20:17:13,ABCDEF,"A0001",0.06611957152634906,"02190006",file_537_007.txt,A0001,16,0219000a
538,5919,2020-08-19 20:17:14,ABCDEF,"A0001",0.4547801131099748,"021a0006",file_538_007.txt,A0001,6,021a000a
539,5930,2020-08-19 20:17:15,ABCDEF,"A0001",0.34322799824213557,"021b0006",file_539_007.txt,B0010,18,021b000a
540,5941,2020-08-19 20:17:16,ABCDEF,"A0001",0.011857082044144374,"021c0006",file_540_007.txt,A0001,3,021c000a
541,5952,2020-08-19 20:17:17,ABCDEF,"A0001",0.6517210684207339,"021d0006",file_541_007.txt,B0010,2,021d000a
542,5963,2020-08-19 20:17:18,ABCDEF,"B0010",0.1754751187343121,"021e0006",file_542_007.txt,A0001,16,021e000a
543,5974,2020-08-19 20:17:19,ABCDEF,"A0001",0.023187950883927444,"021f0006",file_543_007.txt,A0001,3,021f000a
544,5985,2020-08-19 20:17:20,ABCDEF,"B0010",0.5375462676192704,"02200006",file_544_007.txt,B0010,1,0220000a
545,5996,2020-08-19 20:17:21,ABCDEF,"A0001",0.6193544720592548,"02210006",file_545_007.txt,B0010,15,0221000a
546,6007,2020-08-19 20:17:22,ABCDEF,"A0001",0.008523565777036501,"02220006",file_546_007.txt,B0010,6,0222000a
547,6018,2020-08-19 20:17:23,ABCDEF,"B0010",0.5391691927265729,"02230006",file_547_007.txt,B0010,18,0223000a
548,6029,2020-08-19 20:17:24,ABCDEF,"A0001",0.7387557247455975,"02240006",file_548_007.txt,B0010,16,0224000a
549,6040,2020-08-19 20:17:25,ABCDEF,"A0001",0.4906545311926256,"02250006",file_549_007.txt,B0010,10,0225000a
550,6051,2020-08-19 20:17:26,ABCDEF,"A0001",0.7142086522360146,"02260006",file_550_007.txt,A0001,3,0226000a
551,6062,2020-08-19 20:17:27,ABCDEF,"A0001",0.4815164520067873,"02270006",file_551_007.txt,B0010,2,0227000a
552,6073,2020-08-19 20:17:28,ABCDEF,"A0001",0.29286470813653065,"02280006",file_552_007.txt,B0010,16,0228000a
553,6084,2020-08-19 20:17:29,ABCDEF,"A0001",0.925055297120955,"02290006",file_553_007.txt,A0001,11,0229000a
554,6095,2020-08-19 20:17:30,ABCDEF,"A0001",0.3468327739365984,"022a0006",file_554_007.txt,A0001,4,022a000a
555,6106,2020-08-19 20:17:31,ABCDEF,"A0001",0.6528184075256407,"022b0006",file_555_007.txt,A0001,4,022b000a
556,6117,2020-08-19 20:17:32,ABCDEF,"A0001",0.6782828176670107,"022c0006",file_556_007.txt,A0001,18,022c000a
557,6128,2020-08-19 20:17:33,ABCDEF,"A0001",0.6582227807166751,"022d0006",file_557_007.txt,B0010,13,022d000a
558,6139,2020-08-19 20:17:34,ABCDEF,"A0001",0.8738065544858754,"022e0006",file_558_007.txt,A0001,2,022e000a
559,6150,2020-08-19 20:17:35,ABCDEF,"A0001",0.6619563535195342,"022f0006",file_559_007.txt,A0001,5,022f000a
560,6161,2020-08-19 20:17:36,ABCDEF,"B0010",0.2857984804017235,"02300006",file_560_007.txt,A0001,4,0230000a
561,6172,2020-08-19 20:17:37,ABCDEF,"A0001",0.5586430757171614,"02310006",file_561_007.txt,A0001,10,0231000a
562,6183,2020-08-19 20:17:38,ABCDEF,"A0001",0.8138898654753955,"02320006",file_562_007.txt,B0010,10,0232000a
563,6194,2020-08-19 20:17:39,ABCDEF,"A0001",0.5923650493037885,"02330006",file_563_007.txt,A0001,17,0233000a
564,6205,2020-08-19 20:17:40,ABCDEF,"A0001",0.19111240317741818,"02340006",file_564_007.txt,A0001,12,0234000a
565,6216,2020-08-19 20:17:41,ABCDEF,"A0001",0.6864289894699284,"02350006",file_565_007.txt,B0010,2,0235000a
566,6227,2020-08-19 20:17:42,ABCDEF,"B0010",0.6054677964473553,"02360006",file_566_007.txt,A0001,3,0236000a
567,6238,2020-08-19 20:17:43,ABCDEF,"B0010",0.23717881487651593,"02370006",file_567_007.txt,B0010,11,0237000a
568,6249,2020-08-19 20:17:44,ABCDEF,"A0001",0.769392419380659,"02380006",file_568_007.txt,B0010,15,0238000a
569,6260,2020-08-19 20:17:45,ABCDEF,"A0001",0.37927120171717466,"02390006",file_569_007.txt,A0001,10,0239000a
570,6271,2020-08-19 20:17:46,ABCDEF,"A0001",0.7705380505402375,"023a0006",file_570_007.txt,B0010,14,023a000a
571,6282,2020-08-19 20:17:47,ABCDEF,"A0001",0.5087414114061852,"023b0006",file_571_007.txt,B0010,9,023b000a
572,6293,2020-08-19 20:17:48,ABCDEF,"B0010",0.05514477368366377,"023c0006",file_572_007.txt,B0010,1,023c000a
573,6304,2020-08-19 20:17:49,ABCDEF,"B0010",0.7866298642125815,"023d0006",file_573_007.txt,A0001,4,023d000a
574,6315,2020-08-19 20:17:50,ABCDEF,"A0001",0.130287794852325,"023e0006",file_574_007.txt,B0010,11,023e000a
575,6326,2020-08-19 20:17:51,ABCDEF,"A0001",0.7467582891032789,"023f0006",file_575_007.txt,B0010,18,023f000a
576,6337,2020-08-19 20:17:52,ABCDEF,"B0010",0.6948055501186509,"02400006",file_576_007.txt,A0001,11,0240000a
577,6348,2020-08-19 20:17:53,ABCDEF,"A0001",0.22333608380296044,"02410006",file_577_007.txt,A0001,7,0241000a
578,6359,2020-08-19 20:17:54,ABCDEF,"A0001",0.5221942689699335,"02420006",file_578_007.txt,B0010,4,0242000a
579,6370,2020-08-19 20:17:55,ABCDEF,"A0001",0.17961944450738587,"02430006",file_579_007.txt,A0001,5,0243000a
580,6381,2020-08-19 20:17:56,ABCDEF,"A0001",0.823790013796782,"02440006",file_580_007.txt,A0001,8,0244000a
581,6392,2020-08-19 20:17:57,ABCDEF,"A0001",0.3558471562822719,"02450006",file_581_007.txt,B0010,11,0245000a
582,6403,2020-08-19 20:17:58,ABCDEF,"A0001",0.016298225548676437,"02460006",file_582_007.txt,A0001,6,0246000a
583,6414,2020-08-19 20:17:59,ABCDEF,"A0001",0.19287484748422568,"02470006",file_583_007.txt,B0010,7,0247000a
584,6425,2020-08-19 20:18:00,ABCDEF,"A0001",0.12379912776135227,"02480006",file_584_007.txt,B0010,8,0248000a
585,6436,2020-08-19 20:18:01,ABCDEF,"A0001",0.2655707655651314,"02490006",file_585_007.txt,B0010,12,0249000a
586,6447,2020-08-19 20:18:02,ABCDEF,"A0001",0.4364173399860739,"024a0006",file_586_007.txt,A0001,2,024a000a
587,6458,2020-08-19 20:18:03,ABCDEF,"A0001",0.4970129392006667,"024b0006",file_587_007.txt,A0001,6,024b000a
588,6469,2020-08-19 20:18:04,ABCDEF,"A0001",0.5649014722272099,"024c0006",file_588_007.txt,A0001,18,024c000a
589,6480,2020-08-19 20:18:05,ABCDEF,"A0001",0.32016373873949366,"024d0006",file_589_007.txt,A0001,13,024d000a
590,6491,2020-08-19 20:18:06,ABCDEF,"A0001",0.8206482540613549,"024e0006",file_590_007.txt,B0010,18,024e000a
591,6502,2020-08-19 20:18:07,ABCDEF,"A0001",0.023992839853715475,"024f0006",file_591_007.txt,A0001,4,024f000a
592,6513,2020-08-19 20:18:08,ABCDEF,"B0010",0.15335889062842423,"02500006",file_592_007.txt,A0001,15,0250000a
593,6524,2020-08-19 20:18:09,ABCDEF,"A0001",0.9268839633120084,"02510006",file_593_007.txt,B0010,4,0251000a
594,6535,2020-08-19 20:18:10,ABCDEF,"B0010",0.8855990839382866,"02520006",file_594_007.txt,B0010,7,0252000a
595,6546,2020-08-19 20:18:11,ABCDEF,"A0001",0.9424820627406226,"02530006",file_595_007.txt,A0001,1,0253000a
596,6557,2020-08-19 20:18:12,ABCDEF,"A0001",0.8499052072471599,"02540006",file_596_007.txt,A0001,8,0254000a
597,6568,2020-08-19 20:18:13,ABCDEF,"A0001",0.36757307781588466,"02550006",file_597_007.txt,A0001,14,0255000a
598,6579,2020-08-19 20:18:14,ABCDEF,"A0001",0.06846976260158599,"02560006",file_598_007.txt,A0001,18,0256000a
599,6590,2020-08-19 20:18:15,ABCDEF,"A0001",0.3580858369042452,"02570006",file_599_007.txt,A0001,6,0257000a
600,6601,2020-08-19 20:18:16,ABCDEF,"A0001",0.5585419695621121,"02580006",file_600_007.txt,B0010,16,0258000a
601,6612,2020-08-19 20:18:17,ABCDEF,"A0001",0.22108981495685043,"02590006",file_601_007.txt,A0001,10,0259000a
602,6623,2020-08-19 20:18:18,ABCDEF,"A0001",0.5639393489502724,"025a0006",file_602_007.txt,B0010,7,025a000a
603,6634,2020-08-19 20:18:19,ABCDEF,"A0001",0.7026390382154708,"025b0006",file_603_007.txt,B0010,8,025b000a
604,6645,2020-08-19 20:18:20,ABCDEF,"A0001",0.9723850467573518,"025c0006",file_604_007.txt,A0001,8,025c000a
605,6656,2020-08-19 20:18:21,ABCDEF,"A0001",0.9074339521299276,"025d0006",file_605_007.txt,A0001,9,025d000a
606,6667,2020-08-19 20:18:22,ABCDEF,"A0001",0.686524554876812,"025e0006",file_606_007.txt,A0001,14,025e000a
607,6678,2020-08-19 20:18:23,ABCDEF,"A0001",0.5863432153570719,"025f0006",file_607_007.txt,A0001,5,025f000a
608,6689,2020-08-19 20:18:24,ABCDEF,"A0001",0.5996034969006572,"02600006",file_608_007.txt,A0001,12,0260000a
609,6700,2020-08-19 20:18:25,ABCDEF,"A0001",0.5922495197051157,"02610006",file_609_007.txt,A0001,5,0261000a
610,6711,2020-08-19 20:18:26,ABCDEF,"A0001",0.4039270094225006,"02620006",file_610_007.txt,B0010,12,0262000a
611,6722,2020-08-19 20:18:27,ABCDEF,"A0001",0.9255420918117215,"02630006",file_611_007.txt,B0010,7,0263000a
612,6733,2020-08-19 20:18:28,ABCDEF,"A0001",0.15131028251909995,"02640006",file_612_007.txt,A0001,5,0264000a
613,6744,2020-08-19 20:18:29,ABCDEF,"A0001",0.20765949802704986,"02650006",file_613_007.txt,B0010,8,0265000a
614,6755,2020-08-19 20:18:30,ABCDEF,"A0001",0.9680996103222679,"02660006",file_614_007.txt,A0001,17,0266000a
615,6766,2020-08-19 20:18:31,ABCDEF,"A0001",0.5252661079595948,"02670006",file_615_007.txt,B0010,2,0267000a
616,6777,2020-08-19 20:18:32,ABCDEF,"B0010",0.8911826821008151,"02680006",file_616_007.txt,A0001,1,0268000a
617,6788,2020-08-19 20:18:33,ABCDEF,"A0001",0.672437732666652,"02690006",file_617_007.txt,A0001,14,0269000a
618,6799,2020-08-19 20:18:34,ABCDEF,"A0001",0.3566394405171578,"026a0006",file_618_007.txt,A0001,14,026a000a
619,6810,2020-08-19 20:18:35,ABCDEF,"A0001",0.34201572626661136,"026b0006",file_619_007.txt,A0001,5,026b000a
620,6821,2020-08-19 20:18:36,ABCDEF,"A0001",0.4660999798415726,"026c0006",file_620_007.txt,A0001,13,026c000a
621,6832,2020-08-19 20:18:37,ABCDEF,"B0010",0.7647667239863833,"026d0006",file_621_007.txt,A0001,12,026d000a
622,6843,2020-08-19 20:18:38,ABCDEF,"A0001",0.6902126764217449,"026e0006",file_622_007.txt,A0001,9,026e000a
623,6854,2020-08-19 20:18:39,ABCDEF,"B0010",0.9785951695082047,"026f0006",file_623_007.txt,A0001,6,026f000a
624,6865,2020-08-19 20:18:40,ABCDEF,"B0010",0.17476125413640087,"02700006",file_624_007.txt,A0001,12,0270000a
625,6876,2020-08-19 20:18:41,ABCDEF,"B0010",0.649705980008344,"02710006",file_625_007.txt,A0001,16,0271000a
626,6887,2020-08-19 20:18:42,ABCDEF,"A0001",0.33568008013611883,"02720006",file_626_007.txt,A0001,10,0272000a
627,6898,2020-08-19 20:18:43,ABCDEF,"A0001",0.10567047974439792,"02730006",file_627_007.txt,A0001,13,0273000a
628,6909,2020-08-19 20:18:44,ABCDEF,"A0001",0.9457646505136482,"02740006",file_628_007.txt,B0010,10,0274000a
629,6920,2020-08-19 20:18:45,ABCDEF,"A0001",0.7502940233312672,"02750006",file_629_007.txt,B0010,2,0275000a
630,6931,2020-08-19 20:18:46,ABCDEF,"A0001",0.6145935302474836,"02760006",file_630_007.txt,A0001,4,0276000a
631,6942,2020-08-19 20:18:47,ABCDEF,"A0001",0.26089753027524887,"02770006",file_631_007.txt,A0001,5,0277000a
632,6953,2020-08-19 20:18:48,ABCDEF,"A0001",0.5385597596261725,"02780006",file_632_007.txt,A0001,3,0278000a
633,6964,2020-08-19 20:18:49,ABCDEF,"A0001",0.7948335290116922,"02790006",file_633_007.txt,A0001,1,0279000a
634,6975,2020-08-19 20:18:50,ABCDEF,"A0001",0.7851773709473556,"027a0006",file_634_007.txt,A0001,7,027a000a
635,6986,2020-08-19 20:18:51,ABCDEF,"B0010",0.645651666130223,"027b0006",file_635_007.txt,B0010,11,027b000a
636,6997,2020-08-19 20:18:52,ABCDEF,"B0010",0.7593164037763308,"027c0006",file_636_007.txt,B0010,2,027c000a
637,7008,2020-08-19 20:18:53,ABCDEF,"A0001",0.4072738763493974,"027d0006",file_637_007.txt,A0001,7,027d000a
638,7019,2020-08-19 20:18:54,ABCDEF,"A0001",0.894731547177378,"027e0006",file_638_007.txt,A0001,2,027e000a
639,7030,2020-08-19 20:18:55,ABCDEF,"A0001",0.2964422529304239,"027f0006",file_639_007.txt,A0001,12,027f000a
640,7041,2020-08-19 20:18:56,ABCDEF,"A0001",0.30396302143215814,"02800006",file_640_007.txt,A0001,12,0280000a
641,7052,2020-08-19 20:18:57,ABCDEF,"B0010",0.02735567730780819,"02810006",file_641_007.txt,B0010,16,0281000a
642,7063,2020-08-19 20:18:58,ABCDEF,"A0001",0.19001996823020006,"02820006",file_642_007.txt,A0001,17,0282000a
643,7074,2020-08-19 20:18:59,ABCDEF,"B0010",0.03231129008626776,"02830006",file_643_007.txt,A0001,4,0283000a
